# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
18            	9.720804e-04	1.540394e-01	5.881399e-03	3.912780e-03	1.968619e-03
19            	2.332407e-03	1.542593e-01	-3.557677e-03	5.535684e-04	-4.111245e-03
20            	-1.573926e-03	1.535015e-01	1.813451e-02	7.493330e-03	1.064118e-02
21            	9.549049e-04	1.535469e-01	1.943693e-03	1.926751e-03	1.694147e-05
22            	1.774458e-03	1.531081e-01	-5.049306e-03	-7.501946e-04	-4.299111e-03
23            	1.436977e-03	1.536908e-01	1.341781e-02	8.145884e-03	5.271929e-03
24            	1.132721e-03	1.530899e-01	1.146923e-02	6.867336e-03	4.601894e-03
25            	1.199930e-04	1.531740e-01	3.332095e-03	1.786041e-03	1.546055e-03
26            	-6.026278e-04	1.528930e-01	4.600481e-03	1.697613e-03	2.902869e-03
27            	2.966048e-04	1.529458e-01	4.675882e-03	2.634546e-03	2.041336e-03
28            	6.679765e-04	1.526163e-01	7.732266e-04	1.054590e-03	-2.813632e-04
29            	2.443521e-04	1.528756e-01	2.231173e-03	1.359939e-03	8.712346e-04
30            	7.530213e-04	1.527219e-01	3.470584e-03	2.488313e-03	9.822705e-04
31            	5.511148e-05	1.529121e-01	8.829265e-04	4.965747e-04	3.863518e-04
32            	2.642181e-04	1.528218e-01	3.099476e-03	1.813956e-03	1.285520e-03
33            	1.435482e-03	1.539156e-01	1.645120e-03	2.258042e-03	-6.129223e-04
34            	1.322954e-03	1.554952e-01	3.943405e-03	3.294656e-03	6.487490e-04
35            	1.051912e-03	1.568368e-01	4.574698e-03	3.339262e-03	1.235437e-03
36            	1.079987e-03	1.581827e-01	1.621848e-03	1.890911e-03	-2.690628e-04
37            	1.169681e-03	1.597813e-01	2.804545e-03	2.571953e-03	2.325913e-04
38            	1.159413e-03	1.615259e-01	2.495089e-03	2.406957e-03	8.813153e-05
39            	7.925197e-04	1.634558e-01	1.684734e-03	1.634887e-03	4.984721e-05
40            	4.403447e-04	1.651833e-01	9.063754e-04	8.935324e-04	1.284297e-05
41            	6.113110e-05	1.671384e-01	1.684138e-03	9.031999e-04	7.809377e-04
42            	1.072183e-03	1.688083e-01	-1.354117e-03	3.951244e-04	-1.749242e-03
43            	2.104955e-04	1.696312e-01	1.236704e-03	8.288472e-04	4.078563e-04
44            	2.831563e-05	1.700017e-01	1.360414e-03	7.085225e-04	6.518912e-04
45            	-3.129107e-04	1.705874e-01	-1.629748e-03	-1.127785e-03	-5.019632e-04
46            	7.348357e-04	1.709742e-01	-4.054859e-03	-1.292594e-03	-2.762265e-03
47            	1.010283e-03	1.711826e-01	-8.238938e-04	5.983359e-04	-1.422230e-03
48            	2.860730e-03	1.712180e-01	3.602196e-03	4.661828e-03	-1.059632e-03
49            	3.940403e-03	1.712257e-01	9.815253e-03	8.848030e-03	9.672229e-04
50            	6.385477e-03	1.711334e-01	1.958573e-02	1.617834e-02	3.407385e-03
51            	8.739882e-03	1.714890e-01	2.880998e-02	2.314487e-02	5.665107e-03
52            	1.257419e-02	1.715540e-01	4.066871e-02	3.290855e-02	7.760161e-03
53            	1.597326e-02	1.715026e-01	5.787108e-02	4.490880e-02	1.296229e-02
54            	1.934901e-02	1.712416e-01	7.194694e-02	5.532249e-02	1.662446e-02
55            	2.017304e-02	1.712044e-01	8.338582e-02	6.186596e-02	2.151987e-02
56            	2.108800e-02	1.713416e-01	8.642092e-02	6.429847e-02	2.212246e-02
57            	2.155453e-02	1.715193e-01	8.743905e-02	6.527406e-02	2.216499e-02
58            	2.128339e-02	1.713786e-01	9.488258e-02	6.872468e-02	2.615790e-02
59            	2.216607e-02	1.713797e-01	9.717489e-02	7.075351e-02	2.642138e-02
60            	2.297706e-02	1.713345e-01	9.899438e-02	7.247425e-02	2.652013e-02
61            	2.395309e-02	1.714194e-01	1.005683e-01	7.423724e-02	2.633105e-02
62            	2.495845e-02	1.714632e-01	1.035740e-01	7.674546e-02	2.682855e-02
63            	2.583247e-02	1.714987e-01	1.063641e-01	7.901451e-02	2.734957e-02
64            	2.618182e-02	1.715796e-01	1.066931e-01	7.952834e-02	2.716471e-02
65            	2.636969e-02	1.716201e-01	1.081135e-01	8.042642e-02	2.768704e-02
66            	2.621772e-02	1.717310e-01	1.086992e-01	8.056731e-02	2.813186e-02
67            	2.671987e-02	1.718411e-01	1.057957e-01	7.961774e-02	2.617800e-02
68            	2.671170e-02	1.718389e-01	1.054403e-01	7.943184e-02	2.600843e-02
69            	2.683801e-02	1.718003e-01	1.061008e-01	7.988840e-02	2.621239e-02
70            	2.672382e-02	1.718301e-01	1.059533e-01	7.970049e-02	2.625285e-02
71            	2.687672e-02	1.717755e-01	1.039401e-01	7.884675e-02	2.509332e-02
72            	2.657387e-02	1.718193e-01	1.031586e-01	7.815317e-02	2.500544e-02
73            	2.650641e-02	1.731126e-01	1.007308e-01	7.687180e-02	2.385899e-02
74            	2.663905e-02	1.748312e-01	9.808553e-02	7.568182e-02	2.240371e-02
75            	2.615182e-02	1.763647e-01	9.667005e-02	7.448684e-02	2.218321e-02
76            	2.547951e-02	1.778452e-01	9.368894e-02	7.232398e-02	2.136497e-02
77            	2.439821e-02	1.797858e-01	8.973037e-02	6.926339e-02	2.046697e-02
78            	2.313773e-02	1.818141e-01	8.115209e-02	6.371377e-02	1.743832e-02
79            	1.995629e-02	1.837543e-01	7.465257e-02	5.728257e-02	1.736999e-02
80            	1.760821e-02	1.858162e-01	6.777406e-02	5.149524e-02	1.627883e-02
81            	1.604737e-02	1.882619e-01	4.975488e-02	4.092481e-02	8.830072e-03
82            	1.360612e-02	1.901098e-01	3.581483e-02	3.151353e-02	4.301298e-03
83            	1.192055e-02	1.912614e-01	4.006554e-02	3.195332e-02	8.112218e-03
84            	8.923810e-03	1.915348e-01	2.940310e-02	2.362536e-02	5.777739e-03
85            	1.050561e-02	1.917313e-01	1.736714e-02	1.918918e-02	-1.822046e-03
86            	4.730482e-03	1.925882e-01	2.542045e-02	1.744070e-02	7.979741e-03
87            	4.084543e-03	1.928060e-01	1.462057e-02	1.139483e-02	3.225740e-03
88            	9.536769e-04	1.929553e-01	7.298880e-03	4.603117e-03	2.695763e-03
89            	1.251114e-03	1.927960e-01	4.803279e-03	3.652753e-03	1.150526e-03
90            	1.953998e-04	1.932291e-01	3.964721e-04	3.936358e-04	2.836244e-06
91            	-8.748189e-04	1.932009e-01	6.190505e-04	-5.652936e-04	1.184344e-03
92            	-3.059653e-04	1.932868e-01	-9.044550e-04	-7.581929e-04	-1.462622e-04
93            	-1.211718e-05	1.932677e-01	-3.510734e-03	-1.767484e-03	-1.743250e-03
94            	-7.853671e-04	1.933239e-01	-2.594058e-04	-9.150700e-04	6.556643e-04
95            	-9.431904e-04	1.931280e-01	7.018022e-04	-5.922893e-04	1.294091e-03
96            	-4.715575e-04	1.932317e-01	-2.027637e-03	-1.485376e-03	-5.422609e-04
97            	-1.664633e-04	1.931382e-01	-1.893003e-03	-1.112965e-03	-7.800384e-04
98            	-1.572919e-04	1.931484e-01	-2.983244e-04	-3.064541e-04	8.129662e-06
99            	1.378815e-04	1.931828e-01	-9.590661e-04	-3.416516e-04	-6.174146e-04
100           	-2.926815e-05	1.931803e-01	-1.897358e-03	-9.779471e-04	-9.194108e-04
101           	-3.167753e-04	1.931739e-01	-1.173551e-03	-9.035506e-04	-2.700000e-04
102           	-1.030527e-03	1.932160e-01	-1.166058e-03	-1.613556e-03	4.474980e-04
103           	-1.333419e-03	1.932810e-01	-2.070717e-03	-2.368777e-03	2.980608e-04
104           	-1.642933e-03	1.932835e-01	-2.680260e-03	-2.983063e-03	3.028036e-04
105           	-1.781691e-03	1.933004e-01	-3.230227e-03	-3.396805e-03	1.665774e-04
106           	-2.015800e-03	1.932959e-01	-3.613897e-03	-3.822748e-03	2.088512e-04
107           	-2.139542e-03	1.933084e-01	-3.704957e-03	-3.992021e-03	2.870638e-04
108           	-2.131430e-03	1.933185e-01	-4.009591e-03	-4.136225e-03	1.266340e-04
109           	-2.193349e-03	1.933295e-01	-3.733210e-03	-4.059954e-03	3.267440e-04
110           	-2.405777e-03	1.933333e-01	-3.612194e-03	-4.211873e-03	5.996795e-04
111           	-2.367453e-03	1.933333e-01	-3.427178e-03	-4.081042e-03	6.538638e-04
112           	-2.374335e-03	1.933947e-01	-3.686414e-03	-4.217542e-03	5.311276e-04
113           	-2.208420e-03	1.950121e-01	-5.152112e-03	-4.784476e-03	-3.676362e-04
114           	-1.818848e-03	1.968951e-01	-6.412646e-03	-5.025171e-03	-1.387475e-03
115           	-2.179483e-03	1.987478e-01	-5.406898e-03	-4.882932e-03	-5.239658e-04
116           	-3.100833e-03	2.004895e-01	-4.508467e-03	-5.355066e-03	8.465997e-04
117           	-4.095201e-03	2.023031e-01	-3.713304e-03	-5.951853e-03	2.238549e-03
118           	-4.896064e-03	2.046108e-01	-5.668056e-03	-7.730092e-03	2.062036e-03
119           	-3.670641e-03	2.071920e-01	-1.045851e-03	-4.193566e-03	3.147715e-03
120           	-3.221903e-03	2.094752e-01	-4.337141e-03	-5.390474e-03	1.053333e-03
121           	-9.187644e-04	2.113044e-01	-5.105610e-03	-3.471570e-03	-1.634041e-03
122           	-1.734357e-03	2.142469e-01	-3.386127e-03	-3.427420e-03	4.129344e-05
123           	-2.200751e-03	2.151432e-01	4.416477e-03	7.487366e-06	4.408989e-03
124           	-2.600605e-03	2.153733e-01	2.923304e-03	-1.138953e-03	4.062257e-03
125           	-1.290994e-03	2.156900e-01	-1.978325e-03	-2.280157e-03	3.018320e-04
126           	-1.406444e-04	2.159398e-01	-4.652673e-03	-2.466981e-03	-2.185692e-03
127           	-3.704187e-03	2.161078e-01	4.414009e-03	-1.497183e-03	5.911192e-03
128           	-3.804278e-03	2.161400e-01	7.615056e-04	-3.423525e-03	4.185031e-03
129           	-3.242478e-03	2.168436e-01	-1.857152e-03	-4.171054e-03	2.313902e-03
130           	-2.432353e-03	2.170017e-01	-2.053386e-03	-3.459046e-03	1.405660e-03
131           	-3.075481e-03	2.169118e-01	4.820250e-03	-6.653562e-04	5.485606e-03
132           	-2.562777e-03	2.169744e-01	2.054654e-03	-1.535450e-03	3.590104e-03
133           	-1.065010e-03	2.172854e-01	-1.180037e-03	-1.655029e-03	4.749916e-04
134           	-9.472950e-04	2.172711e-01	-2.524584e-03	-2.209587e-03	-3.149968e-04
135           	-1.125146e-03	2.172852e-01	-2.136282e-03	-2.193287e-03	5.700498e-05
136           	-1.092520e-03	2.173358e-01	-3.175801e-03	-2.680420e-03	-4.953808e-04
137           	-6.515973e-04	2.174562e-01	-3.715970e-03	-2.509582e-03	-1.206388e-03
138           	-5.494936e-04	2.175384e-01	-2.677751e-03	-1.888369e-03	-7.893819e-04
139           	-1.063511e-03	2.175717e-01	-2.520546e-03	-2.323784e-03	-1.967620e-04
140           	-7.311590e-04	2.176078e-01	-4.201756e-03	-2.832037e-03	-1.369719e-03
141           	-5.510086e-04	2.175797e-01	-3.131239e-03	-2.116628e-03	-1.014611e-03
142           	-7.394999e-04	2.175817e-01	-1.784959e-03	-1.631979e-03	-1.529794e-04
143           	-5.902900e-04	2.175498e-01	-3.192910e-03	-2.186745e-03	-1.006165e-03
144           	-7.289692e-04	2.175633e-01	-2.808827e-03	-2.133383e-03	-6.754444e-04
145           	-7.130590e-04	2.175611e-01	-2.577621e-03	-2.001870e-03	-5.757516e-04
146           	-6.113293e-04	2.175744e-01	-2.995539e-03	-2.109099e-03	-8.864402e-04
147           	-7.682156e-04	2.175667e-01	-2.848718e-03	-2.192575e-03	-6.561436e-04
148           	-7.188333e-04	2.175647e-01	-3.117006e-03	-2.277336e-03	-8.396697e-04
149           	-7.786404e-04	2.175592e-01	-2.768178e-03	-2.162730e-03	-6.054488e-04
150           	-7.854820e-04	2.175579e-01	-2.553154e-03	-2.062059e-03	-4.910950e-04
151           	-6.653738e-04	2.175577e-01	-3.308383e-03	-2.319565e-03	-9.888174e-04
152           	-7.771322e-04	2.176450e-01	-2.662429e-03	-2.108347e-03	-5.540823e-04
153           	-1.338549e-04	2.194826e-01	-6.000712e-03	-3.134211e-03	-2.866501e-03
154           	-4.793359e-04	2.215869e-01	-5.516901e-03	-3.237787e-03	-2.279115e-03
155           	-4.457942e-04	2.233615e-01	-3.296969e-03	-2.094279e-03	-1.202690e-03
156           	-8.424991e-04	2.253553e-01	-5.250792e-03	-3.467895e-03	-1.782897e-03
157           	-4.718959e-04	2.274507e-01	-5.320985e-03	-3.132389e-03	-2.188597e-03
158           	1.228160e-04	2.295293e-01	-5.639227e-03	-2.696797e-03	-2.942429e-03
159           	-2.072288e-03	2.317682e-01	2.395530e-04	-1.952511e-03	2.192064e-03
160           	-1.631650e-03	2.337685e-01	1.013027e-03	-1.125136e-03	2.138163e-03
161           	4.470512e-04	2.365850e-01	-4.555151e-03	-1.830524e-03	-2.724627e-03
162           	-3.477249e-03	2.385114e-01	9.402704e-03	1.224103e-03	8.178601e-03
163           	-2.769323e-03	2.403542e-01	9.795412e-03	2.128383e-03	7.667029e-03
164           	-3.535927e-03	2.395877e-01	4.048566e-03	-1.511644e-03	5.560210e-03
165           	-1.435788e-03	2.411958e-01	2.447799e-04	-1.313398e-03	1.558178e-03
166           	-2.731064e-04	2.414994e-01	6.823584e-03	3.138685e-03	3.684898e-03
167           	-9.012725e-04	2.419297e-01	5.979103e-03	2.088279e-03	3.890824e-03
168           	1.332217e-04	2.416952e-01	1.954829e-03	1.110636e-03	8.441927e-04
169           	-3.389349e-04	2.419827e-01	4.990019e-04	-8.943399e-05	5.884359e-04
170           	-8.906723e-04	2.417287e-01	8.778704e-04	-4.517371e-04	1.329607e-03
171           	-8.024834e-04	2.419079e-01	6.567681e-04	-4.740993e-04	1.130867e-03
172           	-5.592613e-04	2.417531e-01	5.486642e-04	-2.849292e-04	8.335934e-04
173           	-1.048713e-03	2.418618e-01	3.256031e-03	5.793020e-04	2.676729e-03
174           	-1.489367e-03	2.417419e-01	3.612179e-03	3.167225e-04	3.295456e-03
175           	-1.634698e-03	2.417068e-01	2.686487e-03	-2.914547e-04	2.977941e-03
176           	-1.711460e-03	2.417438e-01	2.418845e-03	-5.020378e-04	2.920883e-03
177           	-1.739290e-03	2.417613e-01	2.609236e-03	-4.346719e-04	3.043908e-03
178           	-1.981920e-03	2.417777e-01	2.333728e-03	-8.150561e-04	3.148784e-03
179           	-1.854706e-03	2.417486e-01	1.762082e-03	-9.736652e-04	2.735747e-03
180           	-1.864306e-03	2.417943e-01	1.783868e-03	-9.723721e-04	2.756240e-03
181           	-1.863241e-03	2.417766e-01	1.832669e-03	-9.469059e-04	2.779575e-03
182           	-1.822447e-03	2.418070e-01	1.685290e-03	-9.798016e-04	2.665092e-03
183           	-1.721849e-03	2.417891e-01	1.680261e-03	-8.817186e-04	2.561979e-03
184           	-1.684312e-03	2.418009e-01	1.386012e-03	-9.913053e-04	2.377318e-03
185           	-1.623561e-03	2.417815e-01	1.388777e-03	-9.291724e-04	2.317950e-03
186           	-1.797968e-03	2.417931e-01	1.777730e-03	-9.091032e-04	2.686833e-03
187           	-1.875735e-03	2.417832e-01	2.285018e-03	-7.332264e-04	3.018244e-03
188           	-1.787936e-03	2.417896e-01	1.607450e-03	-9.842113e-04	2.591661e-03
189           	-1.682108e-03	2.417804e-01	1.323568e-03	-1.020324e-03	2.343892e-03
190           	-1.700220e-03	2.417892e-01	1.904174e-03	-7.481326e-04	2.652307e-03
191           	-1.685873e-03	2.417872e-01	1.981048e-03	-6.953492e-04	2.676397e-03
192           	-1.751908e-03	2.419019e-01	1.317991e-03	-1.092912e-03	2.410904e-03
193           	-8.365230e-04	2.439220e-01	-1.433438e-03	-1.553242e-03	1.198038e-04
194           	3.784411e-04	2.463563e-01	-2.954505e-03	-1.098812e-03	-1.855694e-03
195           	1.482344e-04	2.490725e-01	-2.842448e-03	-1.272990e-03	-1.569459e-03
196           	-1.676197e-03	2.504588e-01	1.703599e-03	-8.243974e-04	2.527997e-03
197           	-1.063588e-03	2.523035e-01	4.172616e-04	-8.549576e-04	1.272219e-03
198           	5.589450e-04	2.549169e-01	-3.231430e-03	-1.056770e-03	-2.174660e-03
199           	-2.853657e-03	2.586864e-01	8.835254e-03	1.563970e-03	7.271284e-03
200           	-1.424685e-03	2.601328e-01	4.816914e-03	9.837716e-04	3.833142e-03
201           	4.978306e-04	2.634855e-01	-8.340418e-03	-3.672378e-03	-4.668040e-03
202           	8.373965e-04	2.653904e-01	-5.045541e-03	-1.685374e-03	-3.360167e-03
203           	-3.656487e-03	2.663765e-01	1.392452e-02	3.305774e-03	1.061875e-02
204           	-2.929125e-03	2.669179e-01	9.396611e-03	1.769180e-03	7.627431e-03
205           	8.311091e-04	2.679411e-01	-1.144982e-02	-4.893803e-03	-6.556021e-03
206           	1.485622e-04	2.680218e-01	-1.761941e-04	6.046520e-05	-2.366593e-04
207           	-1.757719e-03	2.686196e-01	4.889004e-03	6.867832e-04	4.202221e-03
208           	-1.699225e-03	2.687508e-01	-2.795144e-03	-3.096797e-03	3.016526e-04
209           	-1.795994e-03	2.687161e-01	-3.781208e-03	-3.686598e-03	-9.460975e-05
210           	-1.756682e-03	2.686698e-01	-1.928989e-04	-1.853131e-03	1.660232e-03
211           	-2.791001e-03	2.686131e-01	-9.765069e-04	-3.279255e-03	2.302748e-03
212           	-3.200780e-03	2.685736e-01	-2.828161e-03	-4.614860e-03	1.786700e-03
213           	-2.573065e-03	2.685834e-01	-4.595307e-04	-2.802831e-03	2.343300e-03
214           	-2.411788e-03	2.685363e-01	-8.077213e-04	-2.815649e-03	2.007927e-03
215           	-2.469391e-03	2.684803e-01	-3.850913e-04	-2.661936e-03	2.276845e-03
216           	-2.680396e-03	2.685040e-01	-1.586968e-03	-3.473880e-03	1.886912e-03
217           	-2.241612e-03	2.685127e-01	-1.223151e-03	-2.853187e-03	1.630037e-03
218           	-2.290863e-03	2.685222e-01	-1.748228e-03	-3.164977e-03	1.416749e-03
219           	-2.319397e-03	2.685141e-01	-6.208278e-04	-2.629811e-03	2.008983e-03
220           	-2.555312e-03	2.685220e-01	-1.115082e-03	-3.112854e-03	1.997771e-03
221           	-2.365726e-03	2.685064e-01	-1.896094e-03	-3.313774e-03	1.417679e-03
222           	-2.447132e-03	2.685140e-01	-1.350335e-03	-3.122299e-03	1.771965e-03
223           	-2.595457e-03	2.684867e-01	-7.670502e-04	-2.978982e-03	2.211932e-03
224           	-2.585148e-03	2.684859e-01	-1.358223e-03	-3.264259e-03	1.906036e-03
225           	-2.428729e-03	2.684716e-01	-1.345005e-03	-3.101231e-03	1.756226e-03
226           	-2.626149e-03	2.684721e-01	-9.489262e-04	-3.100612e-03	2.151686e-03
227           	-2.622885e-03	2.684612e-01	-1.083090e-03	-3.164430e-03	2.081340e-03
228           	-2.478723e-03	2.684569e-01	-1.671814e-03	-3.314630e-03	1.642816e-03
229           	-2.555377e-03	2.684486e-01	-1.264519e-03	-3.187636e-03	1.923117e-03
230           	-2.681453e-03	2.684456e-01	-8.871100e-04	-3.125008e-03	2.237898e-03
231           	-2.524163e-03	2.684391e-01	-1.481660e-03	-3.264993e-03	1.783333e-03
232           	-2.405140e-03	2.686049e-01	-1.688595e-03	-3.249438e-03	1.560843e-03
233           	-2.370625e-03	2.708036e-01	-2.498455e-03	-3.619853e-03	1.121398e-03
234           	-1.587714e-03	2.731465e-01	-3.085340e-03	-3.130385e-03	4.504411e-05
235           	-2.797023e-03	2.755732e-01	-1.063761e-03	-3.328903e-03	2.265142e-03
236           	-4.835066e-03	2.778174e-01	2.392226e-03	-3.638952e-03	6.031179e-03
237           	-8.205045e-03	2.801423e-01	7.253623e-03	-4.578234e-03	1.183186e-02
238           	-6.482650e-03	2.833251e-01	6.305170e-03	-3.330065e-03	9.635235e-03
239           	-4.451868e-03	2.853183e-01	-3.798520e-03	-6.351128e-03	2.552608e-03
240           	-3.199631e-03	2.887966e-01	2.246446e-03	-2.076408e-03	4.322854e-03
241           	-2.463941e-03	2.916724e-01	-9.172697e-03	-7.050289e-03	-2.122408e-03
242           	-5.729244e-03	2.944018e-01	2.650183e-03	-4.404152e-03	7.054336e-03
243           	-2.436416e-03	2.948943e-01	2.986707e-04	-2.287080e-03	2.585751e-03
244           	-9.350977e-04	2.947115e-01	-4.734452e-03	-3.302324e-03	-1.432128e-03
245           	-1.021777e-03	2.952005e-01	1.507910e-03	-2.678217e-04	1.775731e-03
246           	-1.919138e-03	2.951485e-01	8.034672e-03	2.098198e-03	5.936474e-03
247           	-1.042182e-03	2.955091e-01	-8.154482e-04	-1.449906e-03	6.344579e-04
248           	-2.672641e-04	2.958980e-01	-4.252995e-03	-2.393761e-03	-1.859233e-03
249           	-6.817005e-04	2.962284e-01	-4.830163e-04	-9.232086e-04	4.401923e-04
250           	-9.010558e-04	2.960673e-01	-2.034713e-03	-1.918412e-03	-1.163007e-04
251           	-7.027553e-04	2.961164e-01	-3.510350e-03	-2.457930e-03	-1.052420e-03
252           	3.493923e-05	2.961028e-01	-3.300180e-03	-1.615151e-03	-1.685029e-03
253           	3.055210e-04	2.962013e-01	-2.186316e-03	-7.876373e-04	-1.398679e-03
254           	4.502544e-04	2.962867e-01	-2.283004e-03	-6.912475e-04	-1.591756e-03
255           	5.035467e-04	2.962686e-01	-1.726589e-03	-3.597480e-04	-1.366841e-03
256           	7.421916e-04	2.963373e-01	-3.060816e-04	5.891508e-04	-8.952324e-04
257           	5.684356e-04	2.963818e-01	-8.956397e-04	1.206158e-04	-1.016255e-03
258           	2.443772e-04	2.963658e-01	-1.523284e-03	-5.172648e-04	-1.006019e-03
259           	2.317548e-04	2.963406e-01	-1.378575e-03	-4.575327e-04	-9.210423e-04
260           	4.641882e-04	2.963630e-01	-1.441702e-03	-2.566629e-04	-1.185039e-03
261           	2.631057e-04	2.963598e-01	-4.532513e-04	3.648008e-05	-4.897313e-04
262           	3.821082e-04	2.963684e-01	-1.522422e-03	-3.791030e-04	-1.143319e-03
263           	1.548928e-04	2.963624e-01	-6.375917e-04	-1.639030e-04	-4.736887e-04
264           	3.830364e-04	2.963752e-01	-1.420907e-03	-3.274171e-04	-1.093490e-03
265           	2.597014e-04	2.963848e-01	-1.099812e-03	-2.902047e-04	-8.096074e-04
266           	4.402288e-04	2.963985e-01	-1.792004e-03	-4.557731e-04	-1.336231e-03
267           	3.903909e-04	2.964031e-01	-1.172130e-03	-1.956740e-04	-9.764557e-04
268           	3.012285e-04	2.964103e-01	-8.411223e-04	-1.193327e-04	-7.217896e-04
269           	3.125562e-04	2.964159e-01	-8.721812e-04	-1.235344e-04	-7.486467e-04
270           	3.932449e-04	2.964228e-01	-1.218512e-03	-2.160111e-04	-1.002501e-03
271           	2.824789e-04	2.964276e-01	-1.009184e-03	-2.221131e-04	-7.870709e-04
272           	3.265141e-04	2.965528e-01	-1.628082e-03	-4.875267e-04	-1.140555e-03
273           	9.840256e-04	2.986966e-01	-4.372690e-03	-1.202319e-03	-3.170370e-03
274           	1.187789e-03	3.010675e-01	-4.361831e-03	-9.931266e-04	-3.368705e-03
275           	-7.719995e-04	3.030897e-01	1.977259e-03	2.166299e-04	1.760629e-03
276           	3.756945e-03	3.066813e-01	-9.764650e-03	-1.125380e-03	-8.639270e-03
277           	7.715977e-04	3.090181e-01	4.866249e-04	1.014910e-03	-5.282853e-04
278           	1.754591e-03	3.113496e-01	2.540341e-03	3.024762e-03	-4.844206e-04
279           	9.803067e-04	3.140477e-01	-3.865385e-03	-9.523856e-04	-2.912999e-03
280           	7.626233e-04	3.168410e-01	-2.361883e-03	-4.183181e-04	-1.943565e-03
281           	7.496174e-04	3.187774e-01	6.099797e-03	3.799516e-03	2.300281e-03
282           	-1.489345e-03	3.216804e-01	1.558085e-02	6.301079e-03	9.279770e-03
283           	-1.431158e-03	3.231648e-01	1.969209e-02	8.414887e-03	1.127720e-02
284           	1.471321e-03	3.233292e-01	6.986686e-03	4.964664e-03	2.022022e-03
285           	4.699673e-03	3.237932e-01	-1.460909e-04	4.626627e-03	-4.772718e-03
286           	3.492792e-03	3.240319e-01	8.821469e-03	7.903526e-03	9.179425e-04
287           	2.927385e-03	3.244249e-01	1.779361e-03	3.817065e-03	-2.037704e-03
288           	1.218473e-03	3.239131e-01	-4.704977e-03	-1.134016e-03	-3.570962e-03
289           	9.533017e-04	3.237443e-01	-7.231020e-03	-2.662208e-03	-4.568812e-03
290           	4.105183e-04	3.239313e-01	-1.059741e-03	-1.193520e-04	-9.403886e-04
291           	-9.356399e-04	3.242055e-01	3.227961e-03	6.783405e-04	2.549620e-03
292           	-9.597551e-04	3.240209e-01	4.415720e-03	1.248105e-03	3.167615e-03
293           	-1.366922e-03	3.239966e-01	-4.922832e-04	-1.613064e-03	1.120780e-03
294           	-1.158828e-03	3.238729e-01	-1.122930e-03	-1.720293e-03	5.973629e-04
295           	-1.622103e-03	3.238747e-01	3.451634e-04	-1.449521e-03	1.794685e-03
296           	-1.286840e-03	3.237848e-01	-7.372642e-04	-1.655472e-03	9.182076e-04
297           	-1.061959e-03	3.238533e-01	-8.285614e-04	-1.476240e-03	6.476782e-04
298           	-1.525733e-03	3.238149e-01	8.678122e-05	-1.482342e-03	1.569123e-03
299           	-1.665547e-03	3.238644e-01	5.692750e-04	-1.380910e-03	1.950185e-03
300           	-1.804783e-03	3.238510e-01	3.703457e-04	-1.619610e-03	1.989955e-03
