# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
18            	9.720804e-04	1.540394e-01	5.881399e-03	3.912780e-03	1.968619e-03
19            	2.332407e-03	1.542593e-01	-3.557677e-03	5.535684e-04	-4.111245e-03
20            	-1.573926e-03	1.535015e-01	1.813451e-02	7.493330e-03	1.064118e-02
21            	9.549049e-04	1.535469e-01	1.943693e-03	1.926751e-03	1.694142e-05
22            	1.774458e-03	1.531081e-01	-5.049305e-03	-7.501945e-04	-4.299111e-03
23            	1.436980e-03	1.536908e-01	1.341780e-02	8.145880e-03	5.271919e-03
24            	1.132737e-03	1.530899e-01	1.146913e-02	6.867303e-03	4.601829e-03
25            	1.200685e-04	1.531740e-01	3.335431e-03	1.787784e-03	1.547647e-03
26            	-6.034980e-04	1.528930e-01	4.633055e-03	1.713030e-03	2.920025e-03
27            	2.606846e-04	1.529621e-01	4.836174e-03	2.678772e-03	2.157402e-03
28            	8.738210e-04	1.537695e-01	-5.506745e-04	5.984837e-04	-1.149158e-03
29            	7.339732e-04	1.556064e-01	4.660374e-04	9.669919e-04	-5.009545e-04
30            	5.943429e-04	1.567824e-01	3.451122e-03	2.319904e-03	1.131218e-03
31            	1.203585e-04	1.582927e-01	-6.290672e-04	-1.941751e-04	-4.348921e-04
32            	8.615311e-05	1.598084e-01	-8.469504e-04	-3.373221e-04	-5.096283e-04
33            	3.851005e-05	1.615240e-01	2.548242e-03	1.312631e-03	1.235611e-03
34            	6.984595e-06	1.631452e-01	-3.384563e-05	-9.938222e-06	-2.390741e-05
35            	-2.287652e-04	1.649677e-01	-1.845505e-03	-1.151518e-03	-6.939875e-04
36            	-3.406257e-04	1.669934e-01	-1.567771e-03	-1.124511e-03	-4.432597e-04
37            	-2.100062e-04	1.690572e-01	-1.382318e-03	-9.011653e-04	-4.811530e-04
38            	-5.408586e-05	1.697104e-01	-3.490082e-03	-1.799127e-03	-1.690955e-03
39            	-9.613611e-04	1.702969e-01	-3.369238e-03	-2.645980e-03	-7.232580e-04
40            	-3.458483e-04	1.706133e-01	-5.107003e-03	-2.899350e-03	-2.207653e-03
41            	7.346749e-04	1.709821e-01	-1.308897e-03	8.022651e-05	-1.389123e-03
42            	8.202264e-04	1.712181e-01	1.657735e-03	1.649094e-03	8.641110e-06
43            	6.552293e-04	1.712682e-01	4.755672e-03	3.033065e-03	1.722607e-03
44            	4.107593e-04	1.714801e-01	4.824490e-03	2.823004e-03	2.001486e-03
45            	9.148106e-05	1.716985e-01	2.692032e-03	1.437497e-03	1.254535e-03
46            	-8.764867e-04	1.716438e-01	3.708658e-03	9.778422e-04	2.730815e-03
47            	-8.644767e-04	1.713111e-01	2.337837e-03	3.044418e-04	2.033395e-03
48            	-1.070716e-03	1.711796e-01	2.589709e-04	-9.412303e-04	1.200201e-03
49            	-2.349888e-04	1.713626e-01	2.815272e-03	1.172647e-03	1.642625e-03
50            	1.769105e-03	1.714752e-01	-3.117992e-05	1.753515e-03	-1.784695e-03
51            	3.364739e-03	1.714290e-01	3.261672e-03	4.995574e-03	-1.733903e-03
52            	4.612996e-03	1.713680e-01	8.146026e-03	8.686009e-03	-5.399834e-04
53            	6.213481e-03	1.712466e-01	1.055678e-02	1.149187e-02	-9.350920e-04
54            	7.583875e-03	1.714061e-01	1.337641e-02	1.427208e-02	-8.956701e-04
55            	8.665250e-03	1.713707e-01	1.729382e-02	1.731216e-02	-1.833844e-05
56            	9.317770e-03	1.714923e-01	2.204854e-02	2.034204e-02	1.706502e-03
57            	9.838659e-03	1.715212e-01	2.337015e-02	2.152373e-02	1.846415e-03
58            	9.191430e-03	1.716006e-01	2.423931e-02	2.131108e-02	2.928225e-03
59            	9.084270e-03	1.717074e-01	2.421392e-02	2.119123e-02	3.022689e-03
60            	8.456312e-03	1.718247e-01	2.356432e-02	2.023847e-02	3.325849e-03
61            	8.186994e-03	1.718242e-01	2.318054e-02	1.977727e-02	3.403278e-03
62            	7.664115e-03	1.718069e-01	2.261635e-02	1.897229e-02	3.644059e-03
63            	7.474976e-03	1.731437e-01	1.869148e-02	1.682072e-02	1.870764e-03
64            	6.940422e-03	1.748249e-01	1.715237e-02	1.551660e-02	1.635761e-03
65            	6.263762e-03	1.763928e-01	1.602968e-02	1.427860e-02	1.751080e-03
66            	5.668775e-03	1.778861e-01	1.177592e-02	1.155673e-02	2.191850e-04
67            	5.117698e-03	1.798561e-01	9.263657e-03	9.749526e-03	-4.858691e-04
68            	3.904464e-03	1.817997e-01	3.836058e-03	5.822493e-03	-1.986435e-03
69            	1.228777e-03	1.838369e-01	3.553754e-03	3.005654e-03	5.480996e-04
70            	5.153943e-04	1.858516e-01	2.999935e-03	2.015362e-03	9.845734e-04
71            	-2.056157e-04	1.883009e-01	-6.278346e-03	-3.344789e-03	-2.933557e-03
72            	-9.626761e-04	1.901411e-01	-1.095375e-02	-6.439550e-03	-4.514197e-03
73            	-8.576505e-04	1.911952e-01	1.114104e-03	-3.005987e-04	1.414702e-03
74            	-1.647111e-03	1.914748e-01	-4.261725e-03	-3.777974e-03	-4.837515e-04
75            	9.865445e-04	1.918127e-01	-9.710855e-03	-3.868883e-03	-5.841972e-03
76            	-3.200658e-03	1.926945e-01	3.645944e-03	-1.377686e-03	5.023631e-03
77            	-1.828848e-03	1.927718e-01	-2.026867e-03	-2.842281e-03	8.154143e-04
78            	-2.660998e-03	1.928429e-01	-4.587031e-03	-4.954513e-03	3.674821e-04
79            	-1.309039e-03	1.927965e-01	-2.369552e-03	-2.493815e-03	1.242626e-04
80            	-1.544023e-03	1.932812e-01	-3.595336e-03	-3.341691e-03	-2.536454e-04
81            	-1.930480e-03	1.932059e-01	-1.911228e-03	-2.886094e-03	9.748655e-04
82            	-8.192526e-04	1.932765e-01	-3.458292e-03	-2.548398e-03	-9.098932e-04
83            	-1.939293e-04	1.932804e-01	-4.909088e-03	-2.648473e-03	-2.260615e-03
84            	-9.291616e-04	1.933174e-01	-8.220452e-04	-1.340184e-03	5.181390e-04
85            	-9.741208e-04	1.931422e-01	-2.156718e-04	-1.081957e-03	8.662849e-04
86            	-4.688874e-04	1.932077e-01	-2.762872e-03	-1.850324e-03	-9.125488e-04
87            	-1.946218e-04	1.931311e-01	-1.684321e-03	-1.036782e-03	-6.475385e-04
88            	-1.668698e-04	1.931519e-01	4.377737e-04	5.201705e-05	3.857567e-04
89            	-5.120440e-05	1.931791e-01	-2.381314e-04	-1.702701e-04	-6.786130e-05
90            	-2.239657e-04	1.931753e-01	-1.284696e-03	-8.663137e-04	-4.183823e-04
91            	-2.239233e-04	1.931790e-01	-1.155263e-03	-8.015548e-04	-3.537082e-04
92            	-1.127337e-03	1.932205e-01	-1.327862e-03	-1.791269e-03	4.634061e-04
93            	-1.614313e-03	1.932832e-01	-1.306201e-03	-2.267414e-03	9.612127e-04
94            	-1.529979e-03	1.932820e-01	-3.225240e-03	-3.142599e-03	-8.264034e-05
95            	-1.953264e-03	1.933025e-01	-2.712216e-03	-3.309372e-03	5.971564e-04
96            	-2.141681e-03	1.932957e-01	-2.959699e-03	-3.621530e-03	6.618319e-04
97            	-2.191998e-03	1.933648e-01	-3.475639e-03	-3.929818e-03	4.541790e-04
98            	-2.115980e-03	1.949824e-01	-5.044543e-03	-4.638251e-03	-4.062911e-04
99            	-1.878478e-03	1.968785e-01	-5.686068e-03	-4.721512e-03	-9.645556e-04
100           	-2.002510e-03	1.986940e-01	-7.180810e-03	-5.592915e-03	-1.587895e-03
101           	-2.725626e-03	2.004592e-01	-5.757951e-03	-5.604601e-03	-1.533499e-04
102           	-4.102396e-03	2.023034e-01	-4.041688e-03	-6.123240e-03	2.081552e-03
103           	-5.056330e-03	2.046855e-01	-6.063073e-03	-8.087867e-03	2.024794e-03
104           	-3.700255e-03	2.071689e-01	-1.766538e-03	-4.583524e-03	2.816986e-03
105           	-3.397939e-03	2.095011e-01	-4.857208e-03	-5.826543e-03	9.693354e-04
106           	-1.126617e-03	2.112689e-01	-5.344358e-03	-3.798796e-03	-1.545562e-03
107           	-1.879070e-03	2.142582e-01	-3.313254e-03	-3.535697e-03	2.224424e-04
108           	-2.239484e-03	2.151110e-01	3.908151e-03	-2.854082e-04	4.193559e-03
109           	-2.641998e-03	2.153741e-01	3.092777e-03	-1.095609e-03	4.188386e-03
110           	-1.237014e-03	2.156771e-01	-2.503504e-03	-2.488766e-03	-1.473822e-05
111           	-2.141009e-04	2.159541e-01	-4.675750e-03	-2.551976e-03	-2.123774e-03
112           	-3.619674e-03	2.160998e-01	4.172274e-03	-1.533537e-03	5.705812e-03
113           	-3.838938e-03	2.161233e-01	1.016377e-03	-3.330749e-03	4.347126e-03
114           	-3.353834e-03	2.168370e-01	-1.772496e-03	-4.240082e-03	2.467586e-03
115           	-2.367242e-03	2.170016e-01	-2.370363e-03	-3.552423e-03	1.182060e-03
116           	-3.063369e-03	2.169164e-01	4.832721e-03	-6.470086e-04	5.479730e-03
117           	-2.483024e-03	2.169762e-01	1.901982e-03	-1.532033e-03	3.434014e-03
118           	-1.039478e-03	2.172858e-01	-1.175807e-03	-1.627381e-03	4.515745e-04
119           	-1.047150e-03	2.172740e-01	-2.197716e-03	-2.146008e-03	-5.170830e-05
120           	-1.034441e-03	2.172861e-01	-2.454047e-03	-2.261465e-03	-1.925827e-04
121           	-9.153519e-04	2.173370e-01	-3.494532e-03	-2.662618e-03	-8.319140e-04
122           	-8.523085e-04	2.174556e-01	-2.873402e-03	-2.289010e-03	-5.843926e-04
123           	-6.010436e-04	2.175338e-01	-2.908450e-03	-2.055269e-03	-8.531816e-04
124           	-9.153005e-04	2.175727e-01	-3.306540e-03	-2.568570e-03	-7.379693e-04
125           	-8.612985e-04	2.176098e-01	-4.111707e-03	-2.917152e-03	-1.194555e-03
126           	-6.823864e-04	2.175799e-01	-2.569407e-03	-1.967090e-03	-6.023173e-04
127           	-6.294773e-04	2.175817e-01	-2.247395e-03	-1.753175e-03	-4.942201e-04
128           	-6.402536e-04	2.175478e-01	-3.139360e-03	-2.209934e-03	-9.294264e-04
129           	-7.912474e-04	2.175631e-01	-2.610444e-03	-2.096469e-03	-5.139747e-04
130           	-7.423554e-04	2.175606e-01	-2.371275e-03	-1.927993e-03	-4.432822e-04
131           	-4.604469e-04	2.175750e-01	-2.919549e-03	-1.920222e-03	-9.993278e-04
132           	-7.793198e-04	2.176551e-01	-2.387774e-03	-1.973207e-03	-4.145673e-04
133           	-1.194097e-04	2.194928e-01	-5.792456e-03	-3.015637e-03	-2.776818e-03
134           	-4.055062e-04	2.215902e-01	-5.137674e-03	-2.974343e-03	-2.163331e-03
135           	-4.743075e-04	2.233689e-01	-3.143037e-03	-2.045826e-03	-1.097211e-03
136           	-9.417267e-04	2.253586e-01	-4.839748e-03	-3.361601e-03	-1.478147e-03
137           	-4.343455e-04	2.274514e-01	-5.393190e-03	-3.130940e-03	-2.262249e-03
138           	1.603997e-04	2.295374e-01	-5.251291e-03	-2.465246e-03	-2.786045e-03
139           	-2.116930e-03	2.317699e-01	2.833147e-04	-1.975272e-03	2.258587e-03
140           	-1.627852e-03	2.337695e-01	1.271757e-03	-9.919736e-04	2.263730e-03
141           	4.486323e-04	2.365797e-01	-4.594137e-03	-1.848436e-03	-2.745701e-03
142           	-3.533995e-03	2.385127e-01	9.572435e-03	1.252222e-03	8.320213e-03
143           	-2.757629e-03	2.403542e-01	9.671531e-03	2.078136e-03	7.593395e-03
144           	-3.474665e-03	2.395877e-01	3.877455e-03	-1.535938e-03	5.413393e-03
145           	-1.457837e-03	2.411970e-01	1.485741e-04	-1.383549e-03	1.532124e-03
146           	-3.203089e-04	2.414974e-01	7.180535e-03	3.269959e-03	3.910576e-03
147           	-8.368994e-04	2.419284e-01	6.013234e-03	2.169718e-03	3.843517e-03
148           	1.365265e-04	2.416910e-01	2.076583e-03	1.174818e-03	9.017651e-04
149           	-4.518267e-04	2.419739e-01	7.920672e-04	-5.579313e-05	8.478603e-04
150           	-8.718225e-04	2.417243e-01	9.337812e-04	-4.049319e-04	1.338713e-03
151           	-8.901351e-04	2.419059e-01	9.498263e-04	-4.152220e-04	1.365048e-03
152           	-5.258730e-04	2.417655e-01	5.952097e-04	-2.282681e-04	8.234778e-04
153           	-1.085440e-03	2.418574e-01	3.401341e-03	6.152308e-04	2.786110e-03
154           	-1.463668e-03	2.417369e-01	3.578025e-03	3.253447e-04	3.252681e-03
155           	-1.536530e-03	2.417019e-01	2.302334e-03	-3.853628e-04	2.687697e-03
156           	-1.818726e-03	2.417425e-01	2.836744e-03	-4.003538e-04	3.237098e-03
157           	-1.781778e-03	2.417608e-01	2.913852e-03	-3.248517e-04	3.238704e-03
158           	-1.921431e-03	2.417710e-01	2.168375e-03	-8.372433e-04	3.005618e-03
159           	-1.842606e-03	2.417439e-01	1.848262e-03	-9.184745e-04	2.766737e-03
160           	-1.843367e-03	2.418002e-01	1.823805e-03	-9.314648e-04	2.755270e-03
161           	-1.884375e-03	2.417815e-01	2.222457e-03	-7.731469e-04	2.995604e-03
162           	-1.837511e-03	2.418064e-01	1.925072e-03	-8.749751e-04	2.800048e-03
163           	-1.679675e-03	2.417896e-01	1.456680e-03	-9.513346e-04	2.408015e-03
164           	-1.667140e-03	2.418092e-01	1.616507e-03	-8.588865e-04	2.475394e-03
165           	-1.656633e-03	2.417890e-01	1.439282e-03	-9.369915e-04	2.376274e-03
166           	-1.725321e-03	2.417930e-01	1.576192e-03	-9.372246e-04	2.513417e-03
167           	-1.868473e-03	2.418932e-01	1.905016e-03	-9.159649e-04	2.820981e-03
168           	-8.132166e-04	2.439272e-01	-1.432193e-03	-1.529313e-03	9.712029e-05
169           	4.199800e-04	2.463548e-01	-3.633201e-03	-1.396620e-03	-2.236580e-03
170           	1.247243e-04	2.490701e-01	-2.074283e-03	-9.124174e-04	-1.161866e-03
171           	-1.743360e-03	2.504502e-01	1.757792e-03	-8.644641e-04	2.622256e-03
172           	-9.650705e-04	2.523045e-01	-1.083024e-04	-1.019222e-03	9.109193e-04
173           	5.327415e-04	2.549187e-01	-3.002836e-03	-9.686766e-04	-2.034160e-03
174           	-2.913395e-03	2.586868e-01	9.001257e-03	1.587234e-03	7.414024e-03
175           	-1.505013e-03	2.601304e-01	4.769033e-03	8.795031e-04	3.889530e-03
176           	5.671679e-04	2.634869e-01	-7.996519e-03	-3.431092e-03	-4.565428e-03
177           	8.775920e-04	2.653960e-01	-5.213138e-03	-1.728977e-03	-3.484161e-03
178           	-3.613668e-03	2.663793e-01	1.384807e-02	3.310368e-03	1.053770e-02
179           	-2.819906e-03	2.669175e-01	9.191854e-03	1.776022e-03	7.415833e-03
180           	9.256542e-04	2.679392e-01	-1.156919e-02	-4.858940e-03	-6.710248e-03
181           	1.433088e-04	2.680197e-01	-3.463660e-04	-2.987421e-05	-3.164918e-04
182           	-1.788615e-03	2.686201e-01	4.780968e-03	6.018690e-04	4.179099e-03
183           	-1.705020e-03	2.687521e-01	-2.717652e-03	-3.063845e-03	3.461937e-04
184           	-1.791339e-03	2.687110e-01	-4.289141e-03	-3.935910e-03	-3.532311e-04
185           	-1.541372e-03	2.686675e-01	6.659356e-04	-1.208404e-03	1.874339e-03
186           	-2.825698e-03	2.686157e-01	-7.266862e-04	-3.189042e-03	2.462355e-03
187           	-3.166415e-03	2.685732e-01	-2.647144e-03	-4.489987e-03	1.842843e-03
188           	-2.582481e-03	2.685840e-01	-6.850391e-04	-2.925000e-03	2.239961e-03
189           	-2.440735e-03	2.685353e-01	-6.783993e-04	-2.779934e-03	2.101535e-03
190           	-2.525014e-03	2.684798e-01	-7.521410e-04	-2.901085e-03	2.148944e-03
191           	-2.633000e-03	2.685064e-01	-1.840357e-03	-3.553178e-03	1.712821e-03
192           	-2.391643e-03	2.685101e-01	-1.811446e-03	-3.297366e-03	1.485920e-03
193           	-2.200374e-03	2.685229e-01	-1.330713e-03	-2.865731e-03	1.535017e-03
194           	-2.380948e-03	2.685140e-01	-7.779811e-04	-2.769939e-03	1.991957e-03
195           	-2.493691e-03	2.685210e-01	-1.347894e-03	-3.167638e-03	1.819744e-03
196           	-2.350900e-03	2.685059e-01	-1.617771e-03	-3.159786e-03	1.542015e-03
197           	-2.551693e-03	2.685129e-01	-1.314404e-03	-3.208895e-03	1.894491e-03
198           	-2.680610e-03	2.684853e-01	-1.014826e-03	-3.188023e-03	2.173197e-03
199           	-2.573748e-03	2.684861e-01	-1.439548e-03	-3.293523e-03	1.853974e-03
200           	-2.522241e-03	2.684729e-01	-1.284787e-03	-3.164634e-03	1.879847e-03
201           	-2.702582e-03	2.684707e-01	-1.305580e-03	-3.355371e-03	2.049792e-03
202           	-2.565350e-03	2.686321e-01	-1.282014e-03	-3.206357e-03	1.924344e-03
203           	-2.396764e-03	2.707922e-01	-2.885637e-03	-3.839582e-03	9.539452e-04
204           	-1.620605e-03	2.731511e-01	-2.888573e-03	-3.064892e-03	1.763189e-04
205           	-2.714115e-03	2.756016e-01	-4.923966e-04	-2.960313e-03	2.467917e-03
206           	-4.867630e-03	2.778202e-01	2.116108e-03	-3.809576e-03	5.925684e-03
207           	-8.382450e-03	2.801354e-01	7.751929e-03	-4.506486e-03	1.225841e-02
208           	-6.502887e-03	2.833418e-01	6.460694e-03	-3.272539e-03	9.733234e-03
209           	-4.439756e-03	2.853183e-01	-3.512758e-03	-6.196135e-03	2.683377e-03
210           	-3.253907e-03	2.887990e-01	1.509401e-03	-2.499207e-03	4.008607e-03
211           	-2.532262e-03	2.916693e-01	-9.359035e-03	-7.211779e-03	-2.147256e-03
212           	-5.778064e-03	2.943986e-01	3.085899e-03	-4.235115e-03	7.321014e-03
213           	-2.476668e-03	2.948959e-01	-7.484872e-05	-2.514093e-03	2.439244e-03
214           	-9.214973e-04	2.947121e-01	-4.922950e-03	-3.382972e-03	-1.539978e-03
215           	-9.634633e-04	2.952004e-01	1.381395e-03	-2.727660e-04	1.654161e-03
216           	-2.018813e-03	2.951413e-01	8.131539e-03	2.046957e-03	6.084582e-03
217           	-1.058206e-03	2.955110e-01	-1.501204e-03	-1.808808e-03	3.076042e-04
218           	-4.648122e-04	2.958937e-01	-4.267739e-03	-2.598682e-03	-1.669057e-03
219           	-6.700020e-04	2.962207e-01	-6.794921e-04	-1.009748e-03	3.302559e-04
220           	-8.438389e-04	2.960677e-01	-2.240115e-03	-1.963896e-03	-2.762184e-04
221           	-7.346391e-04	2.961183e-01	-3.372071e-03	-2.420675e-03	-9.513967e-04
222           	9.135677e-05	2.961009e-01	-3.428523e-03	-1.622905e-03	-1.805618e-03
223           	4.014848e-04	2.962071e-01	-2.016708e-03	-6.068690e-04	-1.409839e-03
224           	4.262669e-04	2.962851e-01	-2.342322e-03	-7.448938e-04	-1.597428e-03
225           	3.746661e-04	2.962731e-01	-8.893042e-04	-6.998597e-05	-8.193183e-04
226           	6.397380e-04	2.963441e-01	-2.831875e-04	4.981442e-04	-7.813317e-04
227           	3.609131e-04	2.963894e-01	-9.658013e-04	-1.219876e-04	-8.438138e-04
228           	1.763556e-04	2.963656e-01	-1.288314e-03	-4.678015e-04	-8.205127e-04
229           	2.999476e-04	2.963368e-01	-1.580715e-03	-4.904101e-04	-1.090305e-03
230           	4.297737e-04	2.963566e-01	-1.756374e-03	-4.484133e-04	-1.307961e-03
231           	2.282503e-04	2.963586e-01	-5.871131e-04	-6.530627e-05	-5.218068e-04
232           	3.996395e-04	2.963719e-01	-1.131116e-03	-1.659183e-04	-9.651973e-04
233           	3.547759e-04	2.963679e-01	-1.566954e-03	-4.287012e-04	-1.138253e-03
234           	5.442187e-04	2.963795e-01	-8.835146e-04	1.024614e-04	-9.859760e-04
235           	2.915282e-04	2.963805e-01	-1.067513e-03	-2.422284e-04	-8.252848e-04
236           	4.603271e-04	2.963925e-01	-1.409595e-03	-2.444705e-04	-1.165125e-03
237           	5.472520e-04	2.965127e-01	-1.441743e-03	-1.736197e-04	-1.268124e-03
238           	9.702101e-04	2.986634e-01	-4.787748e-03	-1.423664e-03	-3.364084e-03
239           	1.320627e-03	3.010469e-01	-5.249636e-03	-1.304191e-03	-3.945445e-03
240           	-9.736121e-04	3.030814e-01	2.961633e-03	5.072042e-04	2.454428e-03
241           	3.706360e-03	3.066724e-01	-1.025868e-02	-1.422981e-03	-8.835701e-03
242           	8.056990e-04	3.090120e-01	1.042361e-03	1.326879e-03	-2.845187e-04
243           	1.909421e-03	3.113321e-01	2.965225e-03	3.392033e-03	-4.268080e-04
244           	9.444879e-04	3.140433e-01	-4.347437e-03	-1.229230e-03	-3.118206e-03
245           	6.108581e-04	3.168439e-01	-1.398361e-03	-8.832235e-05	-1.310039e-03
246           	9.083947e-04	3.187542e-01	5.125326e-03	3.471058e-03	1.654268e-03
247           	-1.489604e-03	3.216780e-01	1.678857e-02	6.904680e-03	9.883888e-03
248           	-1.170107e-03	3.231779e-01	1.941083e-02	8.535309e-03	1.087552e-02
249           	1.696113e-03	3.233368e-01	5.150116e-03	4.271171e-03	8.789449e-04
250           	4.572197e-03	3.238007e-01	9.846891e-05	4.621431e-03	-4.522963e-03
251           	3.368333e-03	3.240404e-01	9.378581e-03	8.057623e-03	1.320958e-03
252           	2.903213e-03	3.244130e-01	2.186333e-03	3.996380e-03	-1.810047e-03
253           	1.252065e-03	3.239187e-01	-4.830799e-03	-1.163335e-03	-3.667465e-03
254           	7.158362e-04	3.237389e-01	-5.212434e-03	-1.890381e-03	-3.322053e-03
255           	3.884706e-04	3.239419e-01	-1.060473e-03	-1.417659e-04	-9.187072e-04
256           	-6.936302e-04	3.242093e-01	2.884666e-03	7.487027e-04	2.135963e-03
257           	-1.023579e-03	3.240207e-01	5.245034e-03	1.598938e-03	3.646096e-03
258           	-1.573026e-03	3.239921e-01	2.443112e-04	-1.450870e-03	1.695182e-03
259           	-9.809217e-04	3.238615e-01	-1.761236e-03	-1.861540e-03	1.003038e-04
260           	-1.058592e-03	3.238666e-01	-5.341812e-04	-1.325682e-03	7.915010e-04
261           	-1.386967e-03	3.237834e-01	-3.495992e-05	-1.404447e-03	1.369487e-03
262           	-1.630177e-03	3.238451e-01	2.646257e-04	-1.497864e-03	1.762490e-03
263           	-1.460725e-03	3.238072e-01	4.606297e-04	-1.230410e-03	1.691040e-03
264           	-1.489507e-03	3.238697e-01	2.845347e-05	-1.475280e-03	1.503733e-03
265           	-1.399987e-03	3.238591e-01	2.833647e-04	-1.258304e-03	1.541669e-03
266           	-1.569923e-03	3.239046e-01	-5.720179e-04	-1.855932e-03	1.283915e-03
267           	-1.654702e-03	3.238872e-01	2.717699e-04	-1.518817e-03	1.790586e-03
268           	-1.869389e-03	3.239208e-01	-1.199690e-04	-1.929373e-03	1.809404e-03
269           	-1.777576e-03	3.239058e-01	-8.048405e-04	-2.179996e-03	1.375156e-03
270           	-1.903718e-03	3.239354e-01	-9.603391e-04	-2.383888e-03	1.423548e-03
271           	-2.099021e-03	3.239378e-01	7.933930e-06	-2.095054e-03	2.102987e-03
272           	-2.194006e-03	3.239719e-01	-5.155978e-05	-2.219786e-03	2.168226e-03
273           	-3.287716e-03	3.256402e-01	-8.819554e-04	-3.728694e-03	2.846738e-03
274           	-3.432389e-03	3.285421e-01	2.127540e-03	-2.368619e-03	4.496159e-03
275           	2.323980e-03	3.313795e-01	-9.948681e-03	-2.650360e-03	-7.298321e-03
276           	-6.045430e-04	3.340727e-01	-3.292870e-03	-2.250978e-03	-1.041892e-03
277           	-1.141815e-03	3.363453e-01	1.447016e-02	6.093265e-03	8.376894e-03
278           	-2.344664e-03	3.388060e-01	5.013493e-03	1.620823e-04	4.851410e-03
279           	2.899533e-03	3.407219e-01	-1.086038e-02	-2.530655e-03	-8.329721e-03
280           	2.330157e-03	3.433150e-01	3.502599e-03	4.081457e-03	-5.788580e-04
281           	-5.140538e-03	3.474108e-01	1.915264e-02	4.435781e-03	1.471686e-02
282           	-9.062390e-04	3.502557e-01	1.290875e-02	5.548134e-03	7.360612e-03
283           	4.411259e-03	3.520603e-01	-6.571490e-03	1.125514e-03	-7.697004e-03
284           	1.584444e-03	3.520894e-01	-2.903031e-04	1.439292e-03	-1.729595e-03
285           	6.562791e-04	3.527614e-01	1.069177e-02	6.002164e-03	4.689606e-03
286           	6.138690e-04	3.527404e-01	-4.453264e-03	-1.612763e-03	-2.840501e-03
287           	3.885342e-03	3.529176e-01	-1.052354e-02	-1.376430e-03	-9.147115e-03
288           	1.402355e-03	3.527103e-01	2.357747e-04	1.520242e-03	-1.284468e-03
289           	-2.654937e-04	3.531680e-01	1.105736e-03	2.873742e-04	8.183617e-04
290           	-4.794218e-04	3.530359e-01	-2.282596e-03	-1.620720e-03	-6.618762e-04
291           	9.133892e-04	3.532640e-01	-2.145075e-03	-1.591483e-04	-1.985927e-03
292           	4.563104e-04	3.533180e-01	1.045390e-03	9.790055e-04	6.638470e-05
293           	-1.306614e-03	3.534578e-01	6.525701e-04	-9.803290e-04	1.632899e-03
294           	-1.970477e-03	3.533861e-01	1.464426e-03	-1.238264e-03	2.702690e-03
295           	-9.807625e-04	3.535695e-01	-2.222831e-03	-2.092178e-03	-1.306528e-04
296           	-6.148253e-04	3.534319e-01	-6.100921e-04	-9.198713e-04	3.097792e-04
297           	-1.707187e-03	3.533749e-01	-3.646401e-06	-1.709010e-03	1.705364e-03
298           	-1.064815e-03	3.533244e-01	-2.718121e-03	-2.423876e-03	-2.942453e-04
299           	-9.751234e-04	3.533128e-01	-2.678229e-03	-2.314238e-03	-3.639910e-04
